"","klasifikasi","score","text"
"751","Positif",1," masih kak tini memang bs ndah tangan ya tiketnya kmrn smt disinggung hrs ke duli lindungi soalnya"
"752","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"753","Negatif",-2," hpku rnah ni kak garis garis kek ginihari rtama oke hari ke garis nya mulai nambah "
"754","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"755","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"756","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"757","Negatif",-1,"done done donejangan lu cek like dan follow  jasa tembak joki vaksinall dosis tembus "
"758","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"759","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"760","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"761","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"762","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"763","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"764","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"765","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"766","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"767","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"768","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"769","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"770","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"771","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"772","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"773","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"774","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"775","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"776","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"777","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"778","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"779","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"780","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"781","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"782","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"783","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"784","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"785","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"786","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"787","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"788","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"789","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"790","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"791","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"792","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"793","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"794","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"795","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"796","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"797","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"798","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"799","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"800","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"801","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"802","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"803","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"804","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"805","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"806","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"807","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"808","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"809","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"810","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"811","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"812","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"813","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"814","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"815","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"816","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"817","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"818","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"819","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"820","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"821","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"822","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"823","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"824","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"825","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"826","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"827","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"828","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"829","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"830","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"831","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"832","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"833","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"834","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"835","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"836","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"837","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"838","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"839","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"840","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"841","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"842","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"843","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"844","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"845","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"846","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"847","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"848","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"849","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"850","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"851","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"852","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"853","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"854","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"855","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"856","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"857","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
